kingdom,phylum,class,order,family,genus,species,scientificName,decimalLatitude,decimalLongitude,eventDate,month,year
Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Sympetrum,Sympetrum fonscolombii,"Sympetrum fonscolombii (Selys, 1840)",35.305812,-0.093992,2025-09-02,September,2025
Animalia,Chordata,Aves,Ciconiiformes,Ciconiidae,Ciconia,Ciconia ciconia,"Ciconia ciconia (Linnaeus, 1758)",36.131948,4.67375,2025-02-06,February,2025
Animalia,Chordata,Aves,Columbiformes,Columbidae,Columba,Columba palumbus,"Columba palumbus Linnaeus, 1758",35.305812,-0.093992,2025-08-18,August,2025
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Carduus,Carduus macrocephalus,Carduus macrocephalus Desf.,36.621977,4.502939,2025-05-16,May,2025
Animalia,Chordata,Aves,Passeriformes,Passeridae,Passer,Passer hispaniolensis,"Passer hispaniolensis (Temminck, 1820)",35.305812,-0.093992,2025-09-02,September,2025
Plantae,Tracheophyta,Magnoliopsida,Dipsacales,Caprifoliaceae,Valerianella,Valerianella discoidea,Valerianella discoidea (L.) Loisel.,36.244095,6.532963,2025-04-18,April,2025
Animalia,Chordata,Aves,Gruiformes,Rallidae,Porphyrio,Porphyrio porphyrio,"Porphyrio porphyrio (Linnaeus, 1758)",36.771716,3.335114,2025-09-12,September,2025
Animalia,Arthropoda,Insecta,Lepidoptera,Lycaenidae,Tarucus,Tarucus theophrastus,"Tarucus theophrastus (Fabricius, 1793)",35.673328,0.47207,2025-04-19,April,2025
Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Coccinella,Coccinella algerica,"Coccinella septempunctata algerica (Kovar, 1977) Romanowski, Ceryngier, Vĕtrovec & Szawaryn, 2019",36.338982,4.466718,2025-02-21,February,2025
Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Vanessa,Vanessa cardui,"Vanessa cardui (Linnaeus, 1758)",35.673406,0.469739,2025-05-10,May,2025
Animalia,Chordata,Aves,Gruiformes,Rallidae,Fulica,Fulica atra,"Fulica atra Linnaeus, 1758",35.297338,-1.474078,2025-10-03,October,2025
Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,Plantago,Plantago coronopus,Plantago coronopus L.,36.804977,5.679516,2025-06-15,June,2025
Animalia,Chordata,Aves,Charadriiformes,Laridae,Chroicocephalus,Chroicocephalus ridibundus,"Chroicocephalus ridibundus (Linnaeus, 1766)",36.234075,6.27946,2025-02-07,February,2025
Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Papaveraceae,Papaver,Papaver rhoeas,Papaver rhoeas L.,36.47945,6.217454,2025-04-24,April,2025
Animalia,Chordata,Aves,Passeriformes,Alaudidae,Galerida,Galerida theklae,"Galerida theklae A.E.Brehm, 1857",36.064207,4.624841,2025-03-20,March,2025
Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Hippodamia,Hippodamia variegata,"Hippodamia variegata (Goeze, 1777)",36.064207,4.624841,2025-06-25,June,2025
Animalia,Arthropoda,Insecta,Hemiptera,Cicadidae,Cicada,Cicada barbara,"Cicada barbara (Stål, 1866)",36.576371,4.207378,2025-07-31,July,2025
Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,Cymbalaria,Cymbalaria muralis,"Cymbalaria muralis G.Gaertn., B.Mey. & Scherb.",36.360686,6.783387,2025-03-05,March,2025
Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Crucianella,Crucianella maritima,Crucianella maritima L.,35.507746,-1.218048,2025-08-22,August,2025
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Eruca,Eruca vesicaria,Eruca longirostris Uechtr.,35.265047,-0.769294,2025-03-02,March,2025
Plantae,Tracheophyta,Liliopsida,Asparagales,Asparagaceae,Muscari,Muscari comosum,Muscari comosum (L.) Mill.,36.289688,4.502073,2025-04-15,April,2025
Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Milvus,Milvus migrans,"Milvus migrans (Boddaert, 1783)",36.725287,2.991572,2025-05-09,May,2025
Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Milvus,Milvus migrans,"Milvus migrans (Boddaert, 1783)",36.129249,5.077551,2025-07-18,July,2025
Animalia,Arthropoda,Insecta,Lepidoptera,Lycaenidae,Lycaena,Lycaena phlaeas,"Lycaena phlaeas (Linnaeus, 1761)",36.747856,2.974194,2025-01-10,January,2025
Plantae,Tracheophyta,Magnoliopsida,Ericales,Ericaceae,Arbutus,Arbutus unedo,Arbutus unedo L.,36.632431,4.106418,2025-07-29,July,2025
Animalia,Chordata,Aves,Passeriformes,Muscicapidae,Saxicola,Saxicola rubicola,"Saxicola rubicola (Linnaeus, 1766)",35.305812,-0.093992,2025-06-18,June,2025
Animalia,Arthropoda,Insecta,Orthoptera,Gryllidae,Gryllus,Gryllus bimaculatus,"Gryllus bimaculatus De Geer, 1773",36.521863,6.636614,2025-02-18,February,2025
Animalia,Chordata,Aves,Charadriiformes,Laridae,Ichthyaetus,Ichthyaetus melanocephalus,"Ichthyaetus melanocephalus (Temminck, 1820)",36.805081,2.893922,2025-10-17,October,2025
Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Papaveraceae,Fumaria,Fumaria capreolata,Fumaria capreolata L.,36.397175,6.659971,2025-04-24,April,2025
Animalia,Arthropoda,Insecta,Lepidoptera,Pyralidae,Plodia,Plodia interpunctella,"Plodia interpunctella (Hübner, 1813)",36.751422,5.055771,2025-06-28,June,2025
Animalia,Chordata,Aves,Passeriformes,Passeridae,Passer,Passer domesticus,"Passer domesticus (Linnaeus, 1758)",34.889838,-1.369719,2025-05-11,May,2025
Animalia,Chordata,Aves,Charadriiformes,Laridae,Larus,Larus michahellis,"Larus michahellis J.F.Naumann, 1840",36.737306,5.013838,2025-04-16,April,2025
Animalia,Arthropoda,Insecta,Hymenoptera,Megachilidae,Rhodanthidium,Rhodanthidium sticticum,"Rhodanthidium sticticum (Fabricius, 1787)",36.272798,4.574526,2025-04-26,April,2025
Animalia,Arthropoda,Insecta,Mantodea,Mantidae,Mantis,Mantis religiosa,"Mantis religiosa (Linne, 1758)",36.719642,5.030456,2025-09-10,September,2025
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Cakile,Cakile maritima,Cakile maritima Scop.,36.112808,0.218049,2025-07-18,July,2025
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Aizoaceae,Mesembryanthemum,Mesembryanthemum crystallinum,Mesembryanthemum crystallinum L.,35.757655,-0.560687,2025-06-18,June,2025
Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Vanessa,Vanessa cardui,"Vanessa cardui (Linnaeus, 1758)",36.064207,4.624841,2025-06-22,June,2025
Animalia,Arthropoda,Insecta,Hemiptera,Reduviidae,Rhynocoris,Rhynocoris erythropus,"Rhynocoris erythropus (Linnaeus, 1767)",35.14115,-1.726274,2025-05-30,May,2025
Animalia,Chordata,Aves,Passeriformes,Fringillidae,Linaria,Linaria cannabina,"Linaria cannabina (Linnaeus, 1758)",36.818668,4.445355,2025-04-18,April,2025
Animalia,Chordata,Aves,Passeriformes,Motacillidae,Motacilla,Motacilla alba,"Motacilla alba Linnaeus, 1758",36.131948,4.67375,2025-01-28,January,2025
Animalia,Chordata,Aves,Passeriformes,Pycnonotidae,Pycnonotus,Pycnonotus barbatus,"Pycnonotus barbatus (Desfontaines, 1789)",36.818668,4.445355,2025-04-18,April,2025
Animalia,Chordata,Aves,Columbiformes,Columbidae,Streptopelia,Streptopelia decaocto,"Streptopelia decaocto (Frivaldszky, 1838)",35.305812,-0.093992,2025-09-03,September,2025
Plantae,Tracheophyta,Liliopsida,Asparagales,Asparagaceae,Drimia,Drimia numidica,Drimia numidica (Jord. & Fourr.) J.C.Manning & Goldblatt,36.743145,2.970763,2025-01-24,January,2025
Animalia,Arthropoda,Insecta,Hemiptera,Pyrrhocoridae,Pyrrhocoris,Pyrrhocoris apterus,"Pyrrhocoris apterus (Linnaeus, 1758)",36.338988,4.466726,2025-05-18,May,2025
Animalia,Chordata,Aves,Passeriformes,Alaudidae,Galerida,Galerida cristata,"Galerida cristata (Linnaeus, 1758)",35.305812,-0.093992,2025-04-24,April,2025
Animalia,Arthropoda,Arachnida,Araneae,Theridiidae,Steatoda,Steatoda paykulliana,"Steatoda paykulliana (Walckenaer, 1806)",36.732928,4.717074,2025-05-01,May,2025
Animalia,Chordata,Aves,Suliformes,Sulidae,Morus,Morus bassanus,"Morus bassanus (Linnaeus, 1758)",36.805081,2.893922,2025-01-10,January,2025
Animalia,Chordata,Aves,Passeriformes,Hirundinidae,Hirundo,Hirundo rustica,"Hirundo rustica Linnaeus, 1758",36.720418,2.999516,2025-10-03,October,2025
Animalia,Chordata,Aves,Galliformes,Phasianidae,Alectoris,Alectoris barbara,"Alectoris barbara (Bonnaterre, 1790)",35.305812,-0.093992,2025-07-12,July,2025
Plantae,Tracheophyta,Magnoliopsida,Fagales,Fagaceae,Quercus,Quercus rotundifolia,Quercus rotundifolia Lam.,35.283916,-0.784218,2025-03-02,March,2025
Animalia,Arthropoda,Insecta,Coleoptera,Cerambycidae,Chlorophorus,Chlorophorus pelleteri,"Chlorophorus pelleteri (Castelnau & Gory, 1841)",36.463162,4.189779,2025-06-02,June,2025
Animalia,Chordata,Aves,Passeriformes,Fringillidae,Serinus,Serinus serinus,"Serinus serinus (Linnaeus, 1766)",35.305812,-0.093992,2025-06-17,June,2025
Animalia,Mollusca,Bivalvia,Venerida,Veneridae,Callista,Callista chione,"Callista chione (Linnaeus, 1758)",36.715563,5.042853,2025-04-16,April,2025
Animalia,Mollusca,Gastropoda,Stylommatophora,Helicidae,Cornu,Cornu aspersum,"Cornu aspersum (O.F.Müller, 1774)",36.338981,4.466748,2025-03-30,March,2025
Animalia,Arthropoda,Insecta,Coleoptera,Cerambycidae,Chlorophorus,Chlorophorus pelleteri,"Chlorophorus pelleteri (Castelnau & Gory, 1841)",36.718349,5.030347,2025-05-29,May,2025
Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Hippodamia,Hippodamia variegata,"Hippodamia variegata (Goeze, 1777)",35.921778,4.376913,2025-05-26,May,2025
Animalia,Arthropoda,Insecta,Coleoptera,Melyridae,Malachius,Malachius lusitanicus,"Malachius lusitanicus Erichson, 1840",36.463162,4.189779,2025-06-02,June,2025
Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rubus,Rubus ulmifolius,Rubus ulmifolius Schott,35.274412,-0.777659,2025-02-01,February,2025
Animalia,Arthropoda,Insecta,Hemiptera,Pentatomidae,Carpocoris,Carpocoris mediterraneus,"Carpocoris mediterraneus atlanticus Tamanini, 1958",36.724748,2.994621,2025-06-13,June,2025
Animalia,Arthropoda,Insecta,Coleoptera,Cerambycidae,Purpuricenus,Purpuricenus desfontainii,"Purpuricenus desfontainii (Fabricius, 1793)",36.288456,4.490311,2025-05-05,May,2025
Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Lavandula,Lavandula stoechas,Lavandula stoechas L.,35.658775,-1.041596,2025-08-29,August,2025
Animalia,Chordata,Aves,Passeriformes,Alaudidae,Chersophilus,Chersophilus duponti,"Chersophilus duponti (Vieillot, 1824)",34.619739,3.205268,2025-01-25,January,2025
Animalia,Chordata,Aves,Coraciiformes,Coraciidae,Coracias,Coracias garrulus,"Coracias garrulus Linnaeus, 1758",36.129249,5.077551,2025-06-03,June,2025
Animalia,Chordata,Aves,Apodiformes,Apodidae,Apus,Apus apus,"Apus apus (Linnaeus, 1758)",36.725304,2.992101,2025-05-28,May,2025
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Amaranthaceae,Chenopodiastrum,Chenopodiastrum murale,"Chenopodiastrum murale (L.) S.Fuentes, Uotila & Borsch",35.687861,-0.670489,2025-05-29,May,2025
Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Ophrys,Ophrys lutea,Ophrys lutea Cav.,36.540031,4.639159,2025-04-18,April,2025
Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,"Canis familiaris Linnaeus, 1758",35.305812,-0.093992,2025-06-19,June,2025
Animalia,Chordata,Aves,Passeriformes,Laniidae,Lanius,Lanius senator,"Lanius senator Linnaeus, 1758",35.305812,-0.093992,2025-07-12,July,2025
Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,Anas platyrhynchos,"Anas platyrhynchos Linnaeus, 1758",35.305812,-0.093992,2025-08-06,August,2025
Animalia,Chordata,Aves,Passeriformes,Corvidae,Corvus,Corvus corax,"Corvus corax Linnaeus, 1758",35.305812,-0.093992,2025-08-04,August,2025
Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Coccinella,Coccinella undecimpunctata,"Coccinella undecimpunctata Linnaeus, 1758",35.046442,3.040875,2025-01-24,January,2025
Animalia,Chordata,Aves,Passeriformes,Sturnidae,Sturnus,Sturnus unicolor,"Sturnus unicolor Temminck, 1820",36.129249,5.077551,2025-05-25,May,2025
Animalia,Chordata,Aves,Coraciiformes,Coraciidae,Coracias,Coracias garrulus,"Coracias garrulus Linnaeus, 1758",36.129249,5.077551,2025-06-03,June,2025
Animalia,Chordata,Aves,Passeriformes,Hirundinidae,Riparia,Riparia riparia,"Riparia riparia (Linnaeus, 1758)",35.305812,-0.093992,2025-06-12,June,2025
Animalia,Chordata,Aves,Passeriformes,Muscicapidae,Oenanthe,Oenanthe oenanthe,"Oenanthe seebohmi (Dixon, 1882)",36.463162,4.189779,2025-07-31,July,2025
Animalia,Chordata,Aves,Phoenicopteriformes,Phoenicopteridae,Phoenicopterus,Phoenicopterus roseus,"Phoenicopterus roseus Pallas, 1811",36.765092,3.335221,2025-09-12,September,2025
Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Actitis,Actitis hypoleucos,"Actitis hypoleucos (Linnaeus, 1758)",35.305812,-0.093992,2025-09-22,September,2025
Animalia,Chordata,Aves,Passeriformes,Sturnidae,Sturnus,Sturnus unicolor,"Sturnus unicolor Temminck, 1820",36.289547,6.615539,2025-10-07,October,2025
Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Ophrys,Ophrys atlantica,Ophrys atlantica Munby,36.131948,4.67375,2025-04-26,April,2025
Animalia,Arthropoda,Insecta,Hymenoptera,Sphecidae,Sceliphron,Sceliphron spirifex,"Sceliphron spirifex (Linnaeus, 1758)",36.748944,2.969931,2025-06-30,June,2025
Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Ophrys,Ophrys tenthredinifera,Ophrys tenthredinifera f. tenthredinifera,36.760886,4.688066,2025-04-02,April,2025
Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Salvia,Salvia argentea,Salvia argentea L.,35.281601,-0.806316,2025-03-27,March,2025
Animalia,Chordata,Aves,Columbiformes,Columbidae,Streptopelia,Streptopelia decaocto,"Streptopelia decaocto (Frivaldszky, 1838)",35.305812,-0.093992,2025-07-12,July,2025
Animalia,Chordata,Aves,Charadriiformes,Laridae,Larus,Larus michahellis,"Larus michahellis J.F.Naumann, 1840",35.305812,-0.093992,2025-05-06,May,2025
Animalia,Chordata,Aves,Coraciiformes,Coraciidae,Coracias,Coracias garrulus,"Coracias garrulus Linnaeus, 1758",36.129249,5.077551,2025-05-06,May,2025
Animalia,Chordata,Aves,Passeriformes,Sylviidae,Curruca,Curruca melanocephala,"Curruca melanocephala (J.F.Gmelin, 1789)",35.305812,-0.093992,2025-08-14,August,2025
Animalia,Chordata,Aves,Passeriformes,Fringillidae,Loxia,Loxia curvirostra,"Loxia curvirostra Linnaeus, 1758",36.324994,4.928728,2025-04-10,April,2025
Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,Veronica,Veronica cymbalaria,Veronica cymbalaria Bodard,36.508082,1.307883,2025-05-09,May,2025
Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Vanessa,Vanessa atalanta,"Vanessa atalanta (Linnaeus, 1758)",36.522232,6.271479,2025-01-21,January,2025
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Astragalus,Astragalus incanus,Astragalus incanus subsp. nummularioides (Desf. ex DC.) Maire,34.121858,2.074192,2025-05-04,May,2025
Animalia,Chordata,Aves,Passeriformes,Paridae,Periparus,Periparus ater,"Periparus ater ledouci (Malherbe, 1845)",36.751526,5.055684,2025-02-11,February,2025
Animalia,Chordata,Aves,Falconiformes,Falconidae,Falco,Falco peregrinus,"Falco peregrinus pelegrinoides Temminck, 1829",36.269165,4.846564,2025-03-07,March,2025
Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,Linaria,Linaria fallax,Linaria fallax Coss. ex Batt. & Trab.,34.256679,1.996783,2025-05-06,May,2025
Animalia,Chordata,Aves,Falconiformes,Falconidae,Falco,Falco tinnunculus,"Falco tinnunculus Linnaeus, 1758",36.463162,4.189779,2025-08-03,August,2025
Plantae,Tracheophyta,Liliopsida,Asparagales,Asparagaceae,Muscari,Muscari baeticum,"Muscari baeticum Blanca, Ruíz Rejón & Suár.-Sant.",36.445083,6.52488,2025-03-26,March,2025
Animalia,Arthropoda,Insecta,Mantodea,Mantidae,Mantis,Mantis religiosa,"Mantis religiosa (Linne, 1758)",36.752804,5.032013,2025-05-24,May,2025
Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Bupleurum,Bupleurum fruticescens,Bupleurum spinosum Gouan,36.470595,4.190016,2025-07-17,July,2025
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Anacyclus,Anacyclus clavatus,Anacyclus clavatus (Desf.) Pers.,36.338965,4.46586,2025-04-08,April,2025
Animalia,Chordata,Aves,Falconiformes,Falconidae,Falco,Falco peregrinus,"Falco peregrinus Tunstall, 1771",35.305812,-0.093992,2025-06-12,June,2025
Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Aquila,Aquila chrysaetos,"Aquila chrysaetos (Linnaeus, 1758)",35.305812,-0.093992,2025-09-19,September,2025
Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rubus,Rubus ulmifolius,Rubus ulmifolius Schott,36.380814,6.740531,2025-07-17,July,2025
Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Briza,Briza maxima,Briza maxima L.,36.755055,2.909621,2025-07-17,July,2025
Animalia,Chordata,Aves,Columbiformes,Columbidae,Columba,Columba palumbus,"Columba palumbus Linnaeus, 1758",35.305812,-0.093992,2025-07-25,July,2025
Animalia,Arthropoda,Insecta,Hemiptera,Pentatomidae,Staria,Staria lunata,"Staria lunata (Hahn, 1835)",36.576371,4.207378,2025-07-31,July,2025
Animalia,Chordata,Aves,Ciconiiformes,Ciconiidae,Ciconia,Ciconia ciconia,"Ciconia ciconia ciconia (Linnaeus, 1758)",36.716413,4.157139,2025-01-14,January,2025
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Xeranthemum,Xeranthemum inapertum,Xeranthemum inapertum (L.) Mill.,36.244888,6.53221,2025-04-22,April,2025
Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,Malva,Malva sylvestris,Malva sylvestris L.,36.338981,4.466748,2025-03-31,March,2025
Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Phlomis,Phlomis crinita,Phlomis crinita subsp. mauritanica (Munby) Murb.,36.369911,6.728898,2025-03-20,March,2025
Animalia,Chordata,Aves,Columbiformes,Columbidae,Columba,Columba palumbus,"Columba palumbus Linnaeus, 1758",35.305812,-0.093992,2025-08-11,August,2025
Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Gyps,Gyps fulvus,"Gyps fulvus (Hablizl, 1783)",36.324994,4.928728,2025-04-19,April,2025
Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Cerastis,Cerastis faceta,"Cerastis faceta Treitschke, 1835",36.736329,2.949372,2025-02-07,February,2025
Plantae,Tracheophyta,Magnoliopsida,Gentianales,Apocynaceae,Nerium,Nerium oleander,Nerium oleander L.,35.274001,-0.77648,2025-03-17,March,2025
Animalia,Chordata,Aves,Columbiformes,Columbidae,Streptopelia,Streptopelia decaocto,"Streptopelia decaocto (Frivaldszky, 1838)",35.305812,-0.093992,2025-08-11,August,2025
Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Deverra,Deverra scoparia,Deverra scoparia Coss. & Durieu,36.229031,6.53114,2025-05-02,May,2025
Animalia,Chordata,Aves,Columbiformes,Columbidae,Columba,Columba livia,"Columba livia var. domestica J.F.Gmelin, 1789",35.796267,7.391161,2025-02-10,February,2025
Animalia,Arthropoda,Insecta,Lepidoptera,Hesperiidae,Pyrgus,Pyrgus onopordi,"Pyrgus onopordi (Rambur, 1839)",36.269165,4.846564,2025-05-09,May,2025
Animalia,Chordata,Aves,Anseriformes,Anatidae,Oxyura,Oxyura leucocephala,"Oxyura leucocephala (Scopoli, 1769)",36.18068,4.790392,2025-01-21,January,2025
Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Ophrys,Ophrys atlantica,Ophrys atlantica Munby,36.131948,4.67375,2025-04-26,April,2025
Animalia,Chordata,Aves,Columbiformes,Columbidae,Columba,Columba palumbus,"Columba palumbus Linnaeus, 1758",35.305812,-0.093992,2025-08-20,August,2025
Animalia,Arthropoda,Insecta,Lepidoptera,Papilionidae,Papilio,Papilio machaon,"Papilio machaon Linnaeus, 1758",36.714432,4.076868,2025-03-27,March,2025
Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Papaveraceae,Glaucium,Glaucium corniculatum,Glaucium corniculatum (L.) Rudolph,33.702613,2.021738,2025-04-19,April,2025
Animalia,Arthropoda,Insecta,Hymenoptera,Mutillidae,Blakeius,Blakeius bipunctatus,"Blakeius bipunctatus (Latreille, 1792)",36.33091,6.58331,2025-05-04,May,2025
Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Phlomis,Phlomis crinita,Phlomis crinita subsp. mauritanica (Munby) Murb.,36.594879,3.686406,2025-03-15,March,2025
Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Calidris,Calidris canutus,"Calidris canutus (Linnaeus, 1758)",35.785221,-0.119188,2025-09-05,September,2025
Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,Bombus ruderatus,"Bombus ruderatus (Fabricius, 1775)",36.749569,5.035078,2025-05-31,May,2025
Plantae,Tracheophyta,Liliopsida,Asparagales,Asphodelaceae,Asphodeline,Asphodeline lutea,Asphodeline lutea (L.) Rchb.,35.409237,5.802171,2025-05-13,May,2025
Animalia,Arthropoda,Insecta,Orthoptera,Acrididae,Oedipoda,Oedipoda miniata,"Oedipoda mauritanica Lucas, 1847",35.305812,-0.093992,2025-06-20,June,2025
Animalia,Chordata,Aves,Passeriformes,Acrocephalidae,Hippolais,Hippolais polyglotta,"Hippolais polyglotta (Vieillot, 1817)",36.366092,2.690155,2025-05-02,May,2025
Animalia,Chordata,Aves,Passeriformes,Muscicapidae,Phoenicurus,Phoenicurus moussieri,"Phoenicurus moussieri (Olphe-Galliard, 1852)",36.463162,4.189779,2025-07-31,July,2025
Animalia,Chordata,Aves,Passeriformes,Hirundinidae,Hirundo,Hirundo rustica,"Hirundo rustica Linnaeus, 1758",35.305812,-0.093992,2025-10-02,October,2025
Animalia,Arthropoda,Insecta,Hemiptera,Margarodidae,Icerya,Icerya purchasi,"Icerya purchasi Maskell, 1879",36.722831,5.030183,2025-09-02,September,2025
Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,Anas platyrhynchos,"Anas platyrhynchos Linnaeus, 1758",36.748073,2.968363,2025-07-03,July,2025
Plantae,Tracheophyta,Magnoliopsida,Solanales,Convolvulaceae,Ipomoea,Ipomoea indica,Ipomoea indica (Burm.) Merr.,36.654004,4.901323,2025-08-01,August,2025
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Dianthus,Dianthus sylvestris,Dianthus sylvestris Wulfen,36.468483,4.185857,2025-07-11,July,2025
Animalia,Chordata,Aves,Charadriiformes,Recurvirostridae,Recurvirostra,Recurvirostra avosetta,"Recurvirostra avosetta Linnaeus, 1758",35.294274,-0.59808,2025-04-02,April,2025
Plantae,Tracheophyta,Magnoliopsida,Solanales,Convolvulaceae,Convolvulus,Convolvulus tricolor,Convolvulus tricolor L.,36.699846,4.046661,2025-04-22,April,2025
Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Gyps,Gyps fulvus,"Gyps fulvus (Hablizl, 1783)",36.463162,4.189779,2025-07-31,July,2025
Animalia,Chordata,Aves,Gruiformes,Rallidae,Fulica,Fulica atra,"Fulica atra Linnaeus, 1758",35.305812,-0.093992,2025-07-12,July,2025
Animalia,Chordata,Aves,Ciconiiformes,Ciconiidae,Ciconia,Ciconia ciconia,"Ciconia ciconia (Linnaeus, 1758)",36.073993,4.763027,2025-04-19,April,2025
Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Orchis,Orchis mascula,Orchis mascula (L.) L.,36.463162,4.189779,2025-06-02,June,2025
Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Gyps,Gyps fulvus,"Gyps fulvus (Hablizl, 1783)",36.514679,4.088323,2025-04-13,April,2025
Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Carabus,Carabus morbillosus,"Carabus morbillosus Fabricius, 1792",35.335456,-1.332879,2025-04-11,April,2025
Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Bubulcus,Bubulcus ibis,"Ardea ibis Linnaeus, 1758",35.305812,-0.093992,2025-06-17,June,2025
Animalia,Arthropoda,Insecta,Hemiptera,Pentatomidae,Staria,Staria lunata,"Staria lunata (Hahn, 1835)",36.74796,2.972455,2025-09-24,September,2025
Animalia,Arthropoda,Insecta,Coleoptera,Dermestidae,Anthrenus,Anthrenus isabellinus,"Anthrenus isabellinus Küster, 1848",35.581191,0.329312,2025-04-04,April,2025
Animalia,Chordata,Aves,Charadriiformes,Laridae,Larus,Larus michahellis,"Larus michahellis J.F.Naumann, 1840",36.803954,2.894355,2025-10-16,October,2025
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Polygonaceae,Rumex,Rumex vesicarius,Rumex vesicarius L.,24.405987,9.545137,2025-01-30,January,2025
Animalia,Arthropoda,Insecta,Coleoptera,Scarabaeidae,Tropinota,Tropinota squalida,"Tropinota squalida (Scopoli, 1763)",36.736794,5.021622,2025-04-04,April,2025
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Diplotaxis,Diplotaxis erucoides,Diplotaxis erucoides (L.) DC.,36.226811,6.297522,2025-02-05,February,2025
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Muricaria,Muricaria prostrata,Muricaria prostrata (Desf.) Desv.,34.513402,3.228239,2025-04-28,April,2025
Animalia,Chordata,Aves,Falconiformes,Falconidae,Falco,Falco tinnunculus,"Falco tinnunculus Linnaeus, 1758",36.234605,6.279575,2025-02-07,February,2025
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Carduus,Carduus macrocephalus,Carduus macrocephalus Desf.,36.310657,4.490043,2025-04-21,April,2025
Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Limosa,Limosa limosa,"Limosa limosa (Linnaeus, 1758)",35.786723,-0.120833,2025-01-04,January,2025
Plantae,Tracheophyta,Magnoliopsida,Ericales,Primulaceae,Lysimachia,Lysimachia loeflingii,Lysimachia loeflingii F.J.Jiménez & M.Talavera,36.700182,4.04936,2025-03-18,March,2025
Animalia,Arthropoda,Arachnida,Araneae,Thomisidae,Synema,Synema globosum,"Synema globosum (Fabricius, 1775)",36.637313,4.721472,2025-04-25,April,2025
